column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,writers,directors
8427,tt4076756,Being Evel,Being Evel,2015,\N,99,,true,"nm2420356,nm0432616",
8440,tt4110388,Superlopez,,2018,\N,108,3449.0,false,"nm6835057,nm1141070,nm1749125",
8477,tt4186118,Iyobinte Pusthakam,Iyobinte Pusthakam,2014,\N,158,2380.0,true,"nm11249787,nm4544331",
8479,tt4188436,Dixieland,,2017,\N,92,1200.0,false,nm2385602,
8508,tt4269310,Chronicle of a Serial Killer,,2020,\N,99,3947.0,true,nm0080729,
8525,tt4307880,Digimon Adventure tri. Part 1: Reunion,,2015,\N,96,1641.0,true,"nm3917324,nm3029810,nm0393289,nm2405043,nm2562763",
8535,tt4328934,Taramani,,2017,\N,150,1542.0,true,nm3591496,
8584,tt4447108,Level Up,,2016,\N,84,1334.0,false,"nm2648812,nm1726691,nm0949558",
8587,tt4459912,Honeymoon,,2015,\N,96,1082.0,false,nm5999279,
8592,tt4467626,Scare Campaign,Scare Campaign,2016,\N,80,3347.0,false,"nm1637876,nm1454108",
8595,tt4479380,SAS: Red Notice,SAS: Red Notice,2021,\N,124,16001.0,false,"nm0539803,nm0573512",
8600,tt4499228,Gehenna: Where Death Lives,Gehenna: Where Death Lives,2016,\N,105,2004.0,false,"nm0441099,nm0658140,nm0519124",
8605,tt4516040,Benji the Dove,,2018,\N,88,3328.0,true,"nm0033422,nm3188528,nm0259575",
8607,tt4518234,Cold of Kalandar,,2015,\N,130,1716.0,true,"nm2583919,nm7651718",
8613,tt4532038,The War with Grandpa,The War with Grandpa,\N,2020,94,18446.0,false,"nm0040022,nm0256079,nm0809759",
8615,tt4537986,Manhunt,,2017,\N,106,3106.0,false,"nm1444454,nm0000247",
8622,tt4566758,Mulan,,2020,\N,115,138895.0,false,"nm0415425,nm0798646,nm4168262,nm7230194,nm1511627",
8630,tt4593108,Thé High Sún,,2015,\N,123,3468.0,true,nm0558094,
8654,tt4662420,All Nighter,All Nighter,2017,\N,86,7003.0,false,nm1868849,
8664,tt4687358,Beyond the Gates,,2016,\N,84,5855.0,false,"nm3240303,nm0769181",
8665,tt4692368,Jawani Phir Nahi Ani,,2015,\N,156,3074.0,true,nm3221574,
8674,tt4728582,Holy Mess,,\N,2015,108,2748.0,false,"nm0075087,nm3839052,nm4919159",
8683,tt4738776,Half Magic,,2018,\N,94,,false,nm0001287,
8684,tt4741412,Uriyadi,Uriyadi,\N,2016,91,,true,nm7373491,
8690,tt4765284,Pitch Perfect 3,,2017,\N,93,60826.0,false,"nm0134224,nm0925234,nm3015467",
8702,tt4806012,Heroes Wanted,Cuerpo de élite,2016,\N,95,1925.0,false,"nm1310000,nm2926123",
8710,tt4830786,The Cakemaker,The Cakemaker,2017,\N,113,,true,nm3409787,
8716,tt4847546,Blood Feast,Blood Feast,2016,\N,90,1347.0,false,"nm7391999,nm3231736",
8717,tt4849176,Sneekweek,Sneekweek,2016,\N,108,1242.0,false,nm0886898,
8722,tt4867110,Swipéd,,2018,\N,93,14568.0,false,nm5274019,
8723,tt4871980,The Perfect Match,The Perfect Match,2016,\N,96,3957.0,false,"nm1393214,nm0362544,nm3276776",
8725,tt4876952,Ripped,,2017,\N,97,1805.0,false,"nm0180596,nm0258431",
8738,tt4901306,Perfect Strangers,Perfetti sconosciuti,2016,\N,96,61701.0,true,"nm3798121,nm0182499,nm0002645,nm2601560,nm0712330",
8746,tt4915318,Cávé,,2016,\N,85,2198.0,false,nm4104149,
8747,tt4915672,7 Guardians of the Tomb,,2018,\N,90,4145.0,false,"nm7311121,nm0719320,nm1829811,nm0357861",
8761,tt4956984,Børning 2,,2016,\N,98,2265.0,false,"nm3990486,nm4679395,nm0117556,nm1334123",
8775,tt4991652,Camino,Camino,2015,\N,103,1042.0,false,"nm0999525,nm1892220",
8779,tt5016442,Gujjubhai the Great,,2015,\N,145,1413.0,true,nm1784785,
8789,tt5044656,The Shadow Effect,The Shadow Effect,2017,\N,93,1746.0,false,"nm1720703,nm1823479,nm0163967,nm6808505",
8823,tt5121000,Aligarh,,2015,\N,114,6788.0,true,"nm0039724,nm7935074",
8830,tt5133308,Át thé Énd ớf thé Túnnél,Al final del túnel,2016,\N,120,13395.0,true,nm0334824,
8859,tt5215952,The Wailing,,2016,\N,156,61853.0,true,nm2947553,
8860,tt5216534,Digimon Adventure tri. Part 2: Determination,Digimon Adventure tri. 2: Ketsui,2016,\N,84,1131.0,true,"nm0393289,nm2405043",
8862,tt5224356,Dead Sexy,Dead Sexy,2018,\N,83,2678.0,false,nm7734563,
8866,tt5238904,Assimilate,,2019,\N,93,6556.0,false,"nm0613981,nm2967774",
8876,tt5265898,Dead Ant,,2017,\N,87,1086.0,false,"nm1802040,nm0138007,nm3708056",
8884,tt5275844,Michael Jackson's Journey from Motown to Off the Wall,Michael Jackson's Journey from Motown to Off the Wall,2016,\N,93,2221.0,true,\N,
8904,tt5324800,The Jews,Ils sont partout,2016,\N,111,1606.0,false,"nm0040939,nm2323207",
8908,tt5339418,Ryde,Ryde,2017,\N,84,7409.0,false,"nm10481130,nm3448621,nm4440645,nm4441258",
8909,tt5342650,Reset,,2017,\N,105,1188.0,false,"nm3162908,nm3032478",
8915,tt5363618,Sound of Metal,Sound of Metal,2019,\N,120,110387.0,true,"nm2942187,nm3473150,nm0161834",
8916,tt5375324,Anuraga Karikkin Vellam,Anuraga Karikkin Vellam,2016,\N,128,1297.0,true,nm7845805,
8918,tt5390504,Detroit,Detroit,2017,\N,143,51677.0,true,nm1676793,
8921,tt5420878,The 11th Grade,,2015,\N,84,1019.0,true,nm4425433,
8927,tt5434972,Fástbáll,Fastball,2016,\N,87,1646.0,true,\N,
8943,tt5470222,Contract to Kill,Contract to Kill,2016,\N,90,1763.0,false,nm0915394,
8948,tt5477402,Strike a Pose,Strike a Pose,2016,\N,83,1730.0,true,\N,
8956,tt5503594,The Redeemed and the Dominant: Fittest on Earth,,2016,\N,104,,true,"nm7625668,nm7625681,nm3277900",
8965,tt5523174,Picháikkárán,,2016,\N,130,1935.0,true,"nm9281400,nm3298944",
8969,tt5535942,Küçük Esnaf,Küçük Esnaf,2016,\N,104,3993.0,false,"nm3635856,nm3532337",
8986,tt5580266,Thé Háté Ú Givé,,2018,\N,133,,true,"nm0920108,nm8021571",
8988,tt5581752,Ulysses: A Dark Odyssey,,2018,\N,115,2688.0,false,"nm4732870,nm3532912",
8991,tt5591786,Éscápé frớm Stálin's Déáth Cámp,,2017,\N,110,1055.0,true,nm8031692,
8992,tt5597198,Punjab Nahi Jaungi,,2017,\N,159,,true,nm2258056,
8993,tt5598102,Fácés Plácés,,2017,\N,94,11877.0,true,"nm2346254,nm0889513",
9029,tt5688068,Above Suspicion,Above Suspicion,\N,2019,104,,false,"nm8117397,nm0314665",
9035,tt5691226,Pashupati Prasad,,2016,\N,140,1466.0,true,nm6083332,
9036,tt5691924,Whéré Démớns Dwéll: Thé Girl in thé Cớrnfiéld 2,,2017,\N,137,2132.0,false,nm3806890,
9060,tt5736696,R.A.I.D. Special Unit,Raid dingue,2016,\N,105,3804.0,false,"nm0200702,nm5322646",
9061,tt5737582,Midnighters,,2017,\N,94,1941.0,false,nm8156672,
9066,tt5755594,Hello Mumbai: Salaam Mumbai,,2016,\N,107,,false,"nm11050199,nm5070939",
9071,tt5773402,Dớminiớn,Dominion,\N,2018,120,3160.0,true,nm6856823,
9092,tt5815944,Tokyo Ghoul,Tôkyô gûru,2017,\N,119,3492.0,false,"nm8224254,nm4975188",
9093,tt5829040,Fún Mớm Dinnér,Fun Mom Dinner,2017,\N,81,5412.0,false,nm0944856,
9099,tt5843670,The Stakelander,,2016,\N,81,3425.0,false,nm0198804,
9100,tt5843838,Max 2: White House Hero,,2017,\N,85,1421.0,false,"nm1662742,nm0504802,nm0945026",
9106,tt5851680,One Last Deal,,\N,2018,95,1285.0,true,nm5376646,
9108,tt5859238,Lucky,Lucky,2017,\N,88,,true,"nm1437606,nm1403599",
9110,tt5866930,The Adventurers,,2017,\N,140,2957.0,false,"nm2031176,nm0298691,nm4410639,nm9106895,nm0516352,nm1219582",
9115,tt5883570,Bodied,,2017,\N,120,5436.0,true,"nm8288195,nm0994538,nm7195722",
9122,tt5902484,Kaatru Veliyidai,,2017,\N,146,2012.0,false,nm0711745,
9135,tt5941692,Miss Bala,Miss Bala,\N,2019,104,10560.0,false,nm3722546,
9141,tt5959700,Thớdári,,2016,\N,168,1132.0,false,nm3454743,
9146,tt5980638,The Transcendents,The Transcendents,2018,\N,96,3574.0,true,nm4774823,
9153,tt5990474,Columbus,,2017,\N,104,16192.0,true,nm3226379,
9168,tt6054290,Soulmate,Qi yue yu an sheng,2016,\N,110,2432.0,true,"nm10161830,nm5528735,nm8430396,nm5605482,nm7163521",
9171,tt6067750,Néttlé,,2016,\N,63,1941.0,true,"nm5954636,nm7438696,nm7271629,nm8443078,nm8443079,nm8443080,nm8535518",
9190,tt6113122,Hurricane Bianca: From Russia with Hate,,2018,\N,85,2430.0,false,"nm4082120,nm2951983",
9193,tt6126294,Remo,,2016,\N,151,2347.0,false,nm8490638,
9195,tt6131450,Asher,,2018,\N,104,3068.0,false,nm3859320,
9196,tt6133130,Professor Marston & the Wonder Women,Professor Marston and the Wonder Women,2017,\N,108,25434.0,true,nm1286340,
9201,tt6143422,Dárk Wind,Dark Wind,2017,\N,95,1070.0,true,nm2587508,
9203,tt6144762,Coexister,,2017,\N,90,1372.0,false,nm2561940,
9212,tt6175486,Démớns,,2017,\N,105,3190.0,false,nm3969329,
9230,tt6238896,Earth: One Amazing Day,Earth: One Amazing Day,2017,\N,95,2781.0,true,"nm0101639,nm0197773,nm0945802",
9259,tt6334884,Hickok,,2017,\N,88,2930.0,false,nm0484079,
9275,tt6366854,Check Store Next Door,,2016,\N,104,,true,"nm10316503,nm7609198",
9296,tt6486630,Asphyxia,Khafegi,2017,\N,107,1189.0,false,nm0423167,
9308,tt6515200,Two Heads Creek,,2019,\N,85,1001.0,false,nm7379332,
9325,tt6572702,Monster Family,,2017,\N,93,,false,"nm0755872,nm2040714,nm0631086,nm1011079,nm1040781,nm2076290,nm6480413",
9338,tt6620238,Story of an Egg,,2017,\N,124,1149.0,true,nm8833077,
9342,tt6647564,Darkness Falls,,2020,\N,84,1117.0,false,nm1899712,
9360,tt6733446,Hitsville: The Making of Motown,Hitsville: The Making of Motown,2019,\N,112,1334.0,true,"nm2564978,nm2543162",
9374,tt6774786,Occupation,Occupation,\N,2018,119,18295.0,false,"nm1543645,nm0932028",
9380,tt6816070,Hello!,Hello,2017,\N,131,2116.0,true,"nm9804063,nm1653460,nm7283888",
9381,tt6822518,Yasamak Güzel Sey,Yasamak Güzel Sey,2017,\N,101,1844.0,true,nm1311238,
9383,tt6826438,Parmanu: The Story of Pokhran,Parmanu: The Story of Pokhran,2018,\N,129,22831.0,true,"nm6319218,nm2016161,nm0788855",
9389,tt6841812,United Colors of Bennett Song,Bennett's Song,2018,\N,108,1006.0,false,nm6441592,
9391,tt6843812,Baaghi 2,,2018,\N,137,10183.0,false,"nm0618898,nm1262451,nm2097520,nm4687862,nm4990507,nm7978607,nm3414188",
9399,tt6863784,Saamy Square,Saamy²,2018,\N,156,1381.0,false,nm1419055,
9407,tt6917210,Buffalo Boys,Buffalo Boys,2018,\N,102,1203.0,false,"nm0498066,nm3156925",
9410,tt6937368,The Lift Boy,,2019,\N,107,2569.0,true,"nm5121513,nm10374998",
9419,tt6985200,Keys To The Heart,,2018,\N,120,1032.0,true,nm7187927,
9438,tt7073710,What Keeps You Alive,What Keeps You Alive,2018,\N,98,8099.0,false,nm4017355,
9447,tt7137846,Breaking In,,2018,\N,88,15442.0,false,"nm0257513,nm4003337",
9453,tt7178640,Superintelligence,Superintelligence,2020,\N,106,8992.0,false,nm1133719,
9457,tt7200076,Réál Cásés ớf Shádớw Péớplé: Thé Sáráh McCớrmick Stớry,Real Cases of Shadow People: The Sarah McCormick Story,2019,\N,107,2066.0,false,"nm1550645,nm8242334",
9459,tt7205316,MILF,,2018,\N,101,5601.0,false,"nm0478322,nm9814033,nm0480831,nm0355213,nm0493594,nm3214170,nm0487352,nm2524823",
9461,tt7214470,Háúntéd Hớspitál,Heilstätten,2018,\N,89,1693.0,false,"nm5673990,nm0956050",
9473,tt7249854,Néné Rájú Néné Mántri,Nene Raju Nene Mantri,2017,\N,153,1364.0,false,"nm0854158,nm3078462",
9496,tt7315570,Santa Girl,,2019,\N,90,1191.0,false,nm0364332,
9502,tt7336470,Búñúél in thé Lábyrinth ớf thé Túrtlés,Buñuel en el laberinto de las tortugas,\N,2018,80,1833.0,true,"nm2018628,nm1050535,nm10616565",
9511,tt7369722,The Sandman,,2017,\N,88,,false,nm0838289,
9526,tt7439064,The Rising Hawk,The Rising Hawk,2019,\N,104,3433.0,false,"nm1146147,nm7760581",
9535,tt7472352,Shirkers,,2018,\N,97,4884.0,true,nm0848893,
9543,tt7526414,Simply Complicated,,2017,\N,78,1131.0,true,\N,
9554,tt7547158,Ghớst Sqúád,,\N,2018,106,,false,nm1175724,
9555,tt7548570,Swáthánthryám Árdháráthriyil,Swathanthryam Ardharathriyil,2018,\N,138,1417.0,true,nm9688544,
9562,tt7581572,Sudani from Nigeria,,2018,\N,123,4018.0,true,"nm9386232,nm7473972",
9595,tt7715070,Horrible Histories: The Movie - Rotten Romans,Horrible Histories: The Movie - Rotten Romans,2019,\N,92,2456.0,false,"nm1026928,nm0683346,nm0147700,nm0726978,nm1471191,nm7328140",
9616,tt7843946,Dilan 1990,,2018,\N,110,3190.0,true,"nm9003875,nm1907447",
9629,tt7892050,Chekka Chivantha Vaanam,,2018,\N,146,5991.0,true,"nm1249710,nm0711745",
9667,tt8033592,Us and Them,Hou lai de wo men,2018,\N,120,3787.0,true,"nm0025551,nm1562906,nm0515002,nm8853432,nm8353741",
9679,tt8075016,The Courier,The Courier,2019,\N,99,10976.0,false,"nm1027685,nm1886083,nm1680345,nm7091123,nm1319884",
9689,tt8102806,The Night,,2020,\N,105,2386.0,false,"nm6422804,nm9037662",
9717,tt8239736,Flight 666,Flight 666,\N,2018,89,1205.0,false,"nm1043852,nm5443255",
9725,tt8291806,Páin ánd Glớry,,2019,\N,113,54627.0,true,nm0000264,
9732,tt8328740,Okko's Inn,Waka okami wa shôgakusei!,2018,\N,94,,true,"nm9795453,nm10279840,nm1027089",
9736,tt8332922,A Quiet Place Part II,A Quiet Place Part II,2020,\N,97,178683.0,true,"nm1024677,nm1456816,nm1399714",
9751,tt8372094,Flashback,,2020,\N,97,4638.0,false,nm2804532,
9769,tt8449154,The Family Tree,,2020,\N,131,3802.0,false,nm0024521,
9771,tt8464364,Evening Installation,,2019,\N,81,3913.0,false,nm7287223,
9782,tt8535968,Systém Cráshér,Systemsprenger,\N,2019,125,12110.0,true,nm3519173,
9789,tt8594376,Into the Labyrinth,L'uomo del labirinto,\N,2019,130,3097.0,false,nm2621810,
9797,tt8649186,Corpus Christi,Boze Cialo,2019,\N,115,16982.0,true,nm9946633,
9800,tt8663516,Child's Play,Child's Play,2019,\N,90,49471.0,false,"nm4167257,nm0238841,nm0480843,nm0276169",
9807,tt8695030,The Dead Don't Die,,2019,\N,104,72217.0,false,nm0000464,
9810,tt8707008,The Viking War,The Viking War,2019,\N,103,1741.0,false,nm9985316,
9820,tt8774798,100% Wolf,100% Wolf,2020,\N,96,1461.0,false,"nm0020001,nm8500695,nm1168930,nm0821128,nm0954260",
9826,tt8819596,Screwball,Screwball,2018,\N,105,1592.0,true,"nm0179117,nm0194239",
9827,tt8822402,Remember Us,,2018,\N,120,2381.0,true,nm1463981,
9831,tt8850222,Peninsula,Bando,2020,\N,116,29246.0,false,"nm3613566,nm11826878",
9841,tt8914492,Gámé Ớvér,Game Over,2019,\N,102,7096.0,true,"nm10081849,nm10372897,nm8981901,nm7594197,nm6066435",
9850,tt8983168,Commando 3,Commando 3,2019,\N,133,2828.0,false,"nm10387483,nm3277398",
9862,tt9010802,If I Were Rich Man,,2019,\N,98,1076.0,false,"nm1409606,nm0084580,nm0273208,nm2238722,nm0613351",
9897,tt9173418,Brahms: The Boy II,Brahms: The Boy II,2020,\N,86,15017.0,false,nm3771577,
9899,tt9176296,Dolly Kitty and Those Twinkling Stars,Dolly Kitty Aur Woh Chamakte Sitare,2019,\N,126,7421.0,false,nm2771884,
9900,tt9177882,Constantine: City of Demons - The Movie,,\N,2018,90,6202.0,true,"nm0218204,nm1449331,nm1451513,nm1393443,nm4521812,nm9922522",
9916,tt9248996,Sharmaji Ki Lag Gai,Sharma Ji Ki Lag Gayi,\N,2019,122,,false,nm10245024,
9924,tt9310280,Múlshi Páttérn,,2018,\N,155,1394.0,true,"nm10271254,nm3642592",
9946,tt9472532,The Intergalactic Adventures of Max Cloud,Max Cloud,2020,\N,88,4927.0,false,"nm9840145,nm1966532",
9967,tt9626764,The Team,Ekipa,2019,\N,96,1110.0,false,nm1669870,
9973,tt9675716,Nerkonda Paarvai,,2019,\N,157,8733.0,true,nm6474441,
9988,tt9812258,G-Loc,G-Loc,2020,\N,92,1599.0,false,nm7441188,
11,tt0013257,Häxan,Häxan,1922,\N,91,13679.0,true,nm0159725,
12,tt0013556,Robin Hood,,1922,\N,143,2178.0,true,"nm0001196,nm0202617,nm0245385,nm0461241,nm0940689",
16,tt0014341,Our Hospitality,Our Hospitality,1923,\N,65,10911.0,true,"nm0369841,nm0115669,nm0593477",
19,tt0014538,Three Ages,,1923,\N,63,4312.0,true,"nm0115669,nm0593477,nm0369841,nm0000036",
50,tt0017925,The General,,1926,\N,67,87784.0,true,"nm0000036,nm0115669,nm0090213,nm0807667,nm0685904,nm0809548",
54,tt0018192,Napoleon,Napoléon vu par Abel Gance,1927,\N,330,7622.0,true,nm0304098,
57,tt0018526,Úndérwớrld,,1927,\N,80,2912.0,true,"nm0299153,nm0001328,nm0372942,nm0498133,nm0547938,nm0903049",
64,tt0018806,The Crowd,The Crowd,\N,1928,98,8197.0,true,"nm0896542,nm0915875,nm0267868,nm0066946",
74,tt0019788,Coquette,Coquette,\N,1929,76,2127.0,false,"nm0007973,nm0108697,nm0340599,nm0573865,nm0853130",
112,tt0023871,Á Sớng ớf Lisbớn,A Canção de Lisboa,1933,\N,85,1432.0,true,"nm0183018,nm0302040",
117,tt0023969,Dúck Sớúp,Duck Soup,1933,\N,69,59069.0,true,"nm0436095,nm0748438,nm0790654,nm0674759",
138,tt0025410,Little Miss Marker,Little Miss Marker,1934,\N,80,1277.0,true,"nm0750357,nm0513529,nm0375500,nm0499628",
152,tt0026529,The Informer,The Informer,\N,1935,91,6255.0,true,"nm0629580,nm0641018",
168,tt0027914,Love on the Run,,1936,\N,80,1219.0,false,"nm0536941,nm0781719,nm0403391,nm0337588,nm0110901,nm0000581",
175,tt0028212,Sabotage,Sabotage,1936,\N,76,16166.0,true,"nm0175676,nm0071657,nm0067308,nm0801026,nm0256532",
177,tt0028249,Show Boat,,1936,\N,113,3236.0,true,"nm0272209,nm0358564,nm0015399",
191,tt0028944,The Good Earth,The Good Earth,\N,1937,138,4801.0,true,"nm0421255,nm0805756,nm0921995,nm0118406,nm0547966",
193,tt0029146,The Life of Emile Zola,The Life of Emile Zola,1937,\N,116,,true,"nm0706993,nm0378431,nm0378773,nm0430763",
198,tt0029314,Humanity and Paper Balloons,,1937,\N,86,1995.0,true,nm0590839,
209,tt0029995,Thé Citádél,,1938,\N,110,2066.0,true,"nm0198202,nm0915693,nm0384227,nm0930539,nm0188743",
228,tt0031334,The Four Feathers,,1939,\N,129,5917.0,true,"nm0556571,nm0792670,nm0083742,nm0934497",
233,tt0031398,Gunga Din,,1939,\N,117,11628.0,true,"nm0768540,nm0347451,nm0372942,nm0531269,nm0456017,nm0001203,nm0169556,nm0173303,nm0493071,nm0629580,nm0892044",
254,tt0032181,Abe Lincoln in Illinois,,1940,\N,110,1792.0,true,"nm0792845,nm0428177",
293,tt0033774,Johnny Eager,,1941,\N,107,2986.0,true,"nm0536941,nm0335455",
305,tt0034241,Sun Valley Serenade,Sun Valley Serenade,1941,\N,86,1552.0,true,"nm0000252,nm0517567,nm0037734,nm0361837,nm0334986,nm0778818,nm0818328",
309,tt0034493,The Children Are Watching Us,I bambini ci guardano,1944,\N,84,2653.0,true,"nm0899170,nm0536139,nm0953790,nm0290000,nm0315657,nm0001120,nm0598102,nm1389176",
310,tt0034521,Black Dragons,,1942,\N,64,,false,"nm0309567,nm1255711",
316,tt0034798,The Glass Key,,1942,\N,85,6214.0,true,"nm0490206,nm0358591",
325,tt0035093,Mrs. Miniver,,1942,\N,134,17125.0,true,"nm0934497,nm0296207,nm0385264,nm0921995,nm0835369,nm0651585,nm0792670,nm0928295",
334,tt0035432,This Gún fớr Hiré,,1942,\N,81,9003.0,true,"nm0540816,nm0122446,nm0001294,nm0878338",
339,tt0035640,The Ape Man,,1943,\N,64,1287.0,false,"nm0113954,nm0765036",
347,tt0036230,Old Acquaintance,,\N,1943,110,3399.0,true,"nm0886668,nm0168829,nm0332539",
358,tt0036775,Double Indemnity,Double Indemnity,1944,\N,107,151373.0,true,"nm0000697,nm0151452,nm0128906",
364,tt0037008,Laura,Laura,1944,\N,88,45504.0,true,"nm0143837,nm0237225,nm0388755,nm0718101,nm0488057",
368,tt0037059,Meet Me in St. Louis,Meet Me in St. Louis,1944,\N,113,22805.0,true,"nm0106505,nm0277943,nm0072639,nm0373511,nm0525067,nm0556945,nm4251617",
369,tt0037075,Ministry of Fear,Ministry of Fear,1944,\N,86,7600.0,true,"nm0589316,nm0001294",
393,tt0038000,Pride of the Marines,,1945,\N,120,1435.0,true,"nm0540816,nm0097286,nm0125300,nm0202681",
396,tt0038120,Story of G.I. Joe,Story of G.I. Joe,1945,\N,108,3217.0,true,"nm0040852,nm0256880,nm0829029,nm0071025,nm0494435,nm0701505",
398,tt0038238,Johnny in the Clouds,The Way to the Stars,1945,\N,109,1485.0,true,"nm0711905,nm0344645,nm0792553,nm0699875",
401,tt0038387,The Brute Man,,1946,\N,58,1376.0,false,"nm0108579,nm0916956,nm0044831",
404,tt0038589,The Harvey Girls,The Harvey Girls,1946,\N,102,3941.0,true,"nm0069410,nm0193466,nm0186355,nm0641199,nm0710723,nm0887858,nm0011343,nm0341178,nm0710299",
421,tt0039074,Utamaro and His Five Women,,1946,\N,106,1250.0,true,"nm0475149,nm0406808",
426,tt0039286,Crossfire,,1947,\N,86,8262.0,true,"nm0668122,nm0112218",
432,tt0039502,It Happened on Fifth Avenue,,1947,\N,116,4432.0,true,"nm0293388,nm0461113,nm0507265,nm0826873,nm0548993",
435,tt0039566,Lifé with Fáthér,,1947,\N,118,5222.0,true,"nm0206325,nm0829330,nm0512231,nm0189496",
438,tt0039651,Record of a Tenement Gentleman,,1947,\N,72,,true,"nm0407456,nm0654868",
447,tt0039768,Ride the Pink Horse,,1947,\N,101,2926.0,true,"nm0372942,nm0496468,nm0400568,nm0365661",
448,tt0039822,Le Silence de la Mer,Le silence de la mer,1949,\N,87,4782.0,true,"nm0893736,nm0578483",
454,tt0040308,Easter Parade,Easter Parade,1948,\N,103,9453.0,true,"nm0791084,nm0329304,nm0352443,nm0093397",
460,tt0040506,Key Largo,Key Largo,1948,\N,100,39422.0,true,"nm0112218,nm0001379,nm0027173",
482,tt0041113,All the King's Men,All the King's Men,1949,\N,110,14494.0,true,"nm0913014,nm0744035",
491,tt0041546,Kind Hearts and Coronets,,\N,1949,106,36381.0,true,"nm0395170,nm0357607,nm0226538,nm0593867",
512,tt0042436,Les Enfants Terribles,Les enfants terribles,1950,\N,105,,true,"nm0168413,nm0578483",
568,tt0045009,Park Row,,1952,\N,83,1683.0,true,nm0002087,
576,tt0045251,Othello,,1951,\N,90,8369.0,true,"nm0000636,nm0000080,nm0755068",
582,tt0045551,Beneath the 12-Mile Reef,,1953,\N,102,1368.0,false,nm0080135,
590,tt0045848,Sawdust and Tinsel,,\N,1953,93,6558.0,true,nm0000005,
593,tt0045911,Inferno,Inferno,1953,\N,83,1419.0,true,nm0168356,
596,tt0046008,Thé Living Désért,The Living Desert,1953,\N,69,1459.0,true,"nm0019282,nm0382548,nm0780799,nm0595654",
598,tt0046040,Man on a Tightrope,,1953,\N,105,1456.0,true,"nm0792845,nm0665513",
601,tt0046264,Sadko,,1953,\N,85,1071.0,false,"nm0410725,nm0006253",
604,tt0046446,Torch Song,,1953,\N,90,,false,"nm0371088,nm0527331,nm0943782",
614,tt0046998,French Cancan,French Cancan,1955,\N,102,4009.0,true,"nm0719756,nm0031135",
616,tt0047123,It Should Happen to You,,1954,\N,86,3807.0,true,nm0437717,
620,tt0047437,Sabrina,,1954,\N,113,62736.0,true,"nm0000697,nm0853138,nm0499626",
625,tt0047522,A Star Is Born,,\N,1954,154,17231.0,true,"nm0366454,nm0662213,nm0132180,nm0308604,nm0920074",
632,tt0047849,Bad Day at Black Rock,Bad Day at Black Rock,1955,\N,81,20848.0,true,"nm0442228,nm0570190,nm0107734",
641,tt0048140,Guys and Dolls,,1955,\N,150,16921.0,true,"nm0842485,nm0123242,nm0750357,nm0000581,nm0372942",
658,tt0048613,Shree 420,Shree 420,1955,\N,168,2720.0,true,"nm0007815,nm0766150",
673,tt0049103,The Creature Walks Among Us,,1956,\N,78,3430.0,false,nm0743232,
679,tt0049261,Giant,Giant,1956,\N,201,37368.0,true,"nm0272209,nm0347451,nm0595573",
